seasonID;HT_pointsHLast3g;AT_pointsALast3g;HT_pointsLast3g;AT_pointsLast3g;HT_poinstLast5g;AT_pointsLast5g;h2h_diff;HT_ShotsLast5g;AT_ShotsLast5g;HT_ShotsOTLast5g;AT_ShotsOTLast5g;HT_Goals_Last5g;AT_Goals_Last5g;HT_GoalsConLast5;AT_GoalsConLast5;HT_AvgPLast2S;AT_AvgPLast2S;HT_AvgPLastS;AT_AvgPLastS;HT_AvgGoalsHLastS;AT_AvgGoalsALastS;HomeTeam_Value;AwayTeam_Value;HT_AvgPointsCurrentS;AT_AvgPointsCurrentS;HomeWin
10;NA;NA;NA;NA;NA;NA;2.25;NA;NA;NA;NA;NA;NA;NA;NA;1.881578947;1.039473684;1.921052632;1.078947368;2.473684211;1.263157895;0.61544424;0.080127895;NA;NA;0
10;NA;NA;NA;NA;NA;NA;-1.5;NA;NA;NA;NA;NA;NA;NA;NA;1.486842105;1.144736842;1.605263158;1.105263158;1.736842105;0.684210526;0.479798469;0.07082647;NA;NA;1
10;NA;NA;NA;NA;NA;NA;0.75;NA;NA;NA;NA;NA;NA;NA;NA;1.197368421;1.565789474;1.157894737;1.657894737;1.315789474;1.157894737;0.040984401;0.274876465;NA;NA;0
10;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;1.105263158;1.25;1.026315789;1.131578947;1.052631579;1.157894737;0.104350354;0.086231954;NA;NA;0
10;NA;NA;NA;NA;NA;NA;-2.25;NA;NA;NA;NA;NA;NA;NA;NA;1.223684211;2.342105263;1.210526316;2.342105263;1.473684211;2.157894737;0.117779285;0.647999225;NA;NA;0
10;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;1.263157895;1.00877193;1.289473684;1.078947368;1.684210526;1.210526316;0.043891096;0.122759423;NA;NA;0
10;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;1.00877193;1.00877193;1.210526316;1.00877193;1.789473684;0.947368421;0.080127895;0.038271485;NA;NA;1
10;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;1.828947368;1.00877193;1.973684211;1.00877193;2.157894737;0.947368421;1;0;NA;NA;1
10;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;1.00877193;1.855263158;1.00877193;1.894736842;1.456140351;1.947368421;0.001065788;0.427865517;NA;NA;0
10;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;2.197368421;1.394736842;2.052631579;1.078947368;2.157894737;1.105263158;0.7511869;0.201821529;NA;NA;1
10;NA;NA;NA;NA;NA;NA;1.5;NA;NA;NA;NA;NA;NA;NA;NA;1.828947368;1.039473684;1.973684211;1.078947368;2.157894737;1.263157895;1;0.080127895;3;3;1
10;NA;NA;NA;NA;NA;NA;-0.75;NA;NA;NA;NA;NA;NA;NA;NA;1.039473684;1.486842105;1.078947368;1.605263158;1.210526316;2;0.080127895;0.479798469;1.5;3;0
10;NA;NA;NA;NA;NA;NA;1.5;NA;NA;NA;NA;NA;NA;NA;NA;1.565789474;1.263157895;1.657894737;1.289473684;1.736842105;1.105263158;0.274876465;0.043891096;1;0;0
10;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;1.25;1.881578947;1.131578947;1.921052632;1.473684211;1.315789474;0.086231954;0.61544424;3;0;0
10;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;1.00877193;1.197368421;1.00877193;1.157894737;1.456140351;0.842105263;0;0.040984401;0;1;1
10;NA;NA;NA;NA;NA;NA;-1.5;NA;NA;NA;NA;NA;NA;NA;NA;1.394736842;1.00877193;1.078947368;1.210526316;1.263157895;0.578947368;0.201821529;0.080127895;0;3;0
10;NA;NA;NA;NA;NA;NA;-1.5;NA;NA;NA;NA;NA;NA;NA;NA;1.00877193;1.105263158;1.078947368;1.026315789;1.368421053;1.105263158;0.122759423;0.104350354;3;0;0
