seasonID;HT_pointsHLast3g;AT_pointsALast3g;HT_pointsLast3g;AT_pointsLast3g;HT_poinstLast5g;AT_pointsLast5g;h2h_diff;HT_ShotsLast5g;AT_ShotsLast5g;HT_ShotsOTLast5g;AT_ShotsOTLast5g;HT_Goals_Last5g;AT_Goals_Last5g;HT_GoalsConLast5;AT_GoalsConLast5;HT_AvgPLast2S;AT_AvgPLast2S;HT_AvgPLastS;AT_AvgPLastS;HT_AvgGoalsHLastS;AT_AvgGoalsALastS;HomeTeam_Value;AwayTeam_Value;HT_AvgPointsCurrentS;AT_AvgPointsCurrentS;HomeWin
1;1.333333333;0.333333333;0;0.333333333;0.8;0.2;0;10.6;9.2;2.6;2.6;0.2;1;1.6;3.4;1.263157895;0.894736842;1.342105263;0.798245614;1.052631579;0.947368421;0.203124031;0.08987789;0.666666667;0.555555556;1
1;3;1.666666667;2;2;2;1.6;0.5;13.4;10.2;6.2;2.8;2.2;1;1.4;0.8;1.75;1.289473684;1.868421053;1.026315789;2;0.842105263;0.541684746;0.135808591;2.222222222;1.111111111;1
1;1.333333333;1;1.666666667;3;1.2;2.4;-1.5;9.8;11.6;3.2;4;0.8;2;0.8;1;1.315789474;1.855263158;1.184210526;1.947368421;1.526315789;2.052631579;0.2760181;0.962809149;1;2;0
1;1.666666667;2;0.333333333;3;0.4;2.4;-2.25;12;16.8;3.6;7;0.8;2.4;1.8;1.4;1.276315789;1.710526316;1;1.815789474;1;1.368421053;0.138287981;0.857435071;1.125;2.666666667;0
1;2;1.333333333;2;2.333333333;2.4;1.6;2.4;10.8;16.6;5.2;6.2;2;2.2;1.6;1;1.736842105;1.236842105;1.526315789;1.289473684;1.684210526;0.947368421;0.763466187;0.319531395;1.875;1.555555556;0
1;1;1;0;2;0.6;1.4;-1;11;13.8;3;4.8;0.6;1.4;1.8;1;1.092105263;1.592105263;1.052631579;1.473684211;1.210526316;1.421052632;0.214529226;0.260273973;0.777777778;1.111111111;0
1;2.333333333;1.666666667;0.666666667;3;1.6;2.6;-0.5;17.6;17.8;7.2;7.6;3.2;4;1.4;0.8;2.118421053;2.355263158;2.421052632;2.447368421;2.578947368;2.157894737;0.788012149;1;1.25;2.555555556;1
1;2;0;0.333333333;0.333333333;0.8;0.2;0;14.2;9.6;6.4;2.8;1.8;1;2;2.4;1.210526316;0.894736842;1.342105263;0.798245614;1;0.947368421;0.129238207;0.08987789;1.555555556;0.5;0
1;1.333333333;0.333333333;1.333333333;1;1.2;1.2;0.6;12;9;4.4;2.2;0.8;0.4;0.8;1.6;1.210526316;1.263157895;1.263157895;1.342105263;1.421052632;0.947368421;0.069608876;0.203124031;1.111111111;0.9;1
1;1.666666667;0;1.666666667;0.333333333;1.8;0.2;-3;9;11.2;3.4;3.2;1.6;0.4;1.2;1.8;0.894736842;1.092105263;0.798245614;1.052631579;0.894736842;1.052631579;0;0.214529226;1.3;0.8;0
1;2;2;1.333333333;3;1.4;2.4;0;9;11.8;4;4.2;1.6;2;2;0.8;0.894736842;1.855263158;1.210526316;1.947368421;1.157894737;2.052631579;0.099113618;0.962809149;1.3;2.111111111;0
1;2.333333333;0.333333333;1.333333333;2.333333333;1.6;1.4;2;16.4;16;5.2;4.8;1.6;1.4;1.4;1;2.118421053;1.592105263;2.421052632;1.473684211;2.578947368;1.421052632;0.788012149;0.260273973;1.444444444;1.1;1
1;1.666666667;1.333333333;2.333333333;1;1.8;1.4;0.5;17.4;9.6;6.2;2.4;2;0.8;0.6;1;1.236842105;1.289473684;1.289473684;1.026315789;1.368421053;0.842105263;0.319531395;0.135808591;1.5;1;1
1;2.333333333;1.333333333;1.333333333;2;2;2.4;1.5;11.6;15;4.4;6.8;1.8;2.4;1.6;1.2;1.736842105;1.75;1.526315789;1.868421053;1.684210526;1.631578947;0.763466187;0.541684746;1.777777778;2.3;1
1;1.333333333;0.666666667;0.333333333;0.666666667;0.8;1.2;-3;10.8;12.6;3.4;4;1.6;0.6;2.6;0.8;0.894736842;1.315789474;0.798245614;1.184210526;0.894736842;1.210526316;0.004400917;0.2760181;1.2;0.9;1
1;1.333333333;0;1.333333333;0.333333333;0.8;0.4;0.75;13;13.2;5.6;4;1.8;0.8;2.6;1.8;1.552631579;1.276315789;1.368421053;1;1.789473684;1.210526316;0.256059009;0.138287981;0.5;1;1
1;0.333333333;0.333333333;0.666666667;2;0.4;1.6;0;8;16.2;2.2;5.4;0.6;1.4;1.8;1.2;0.894736842;2.118421053;0.798245614;2.421052632;0.894736842;2.368421053;0.08987789;0.788012149;0.545454545;1.6;1
1;1.333333333;0.666666667;0;2.333333333;1.2;1.6;1.2;7;12.2;1.8;4.4;0.8;1;1.2;0.8;1.289473684;1.210526316;1.026315789;1.263157895;1.421052632;1.210526316;0.135808591;0.069608876;0.909090909;1.3;1
1;3;0.333333333;2;0.333333333;2;1;1.8;17.6;16.6;7;7;2.8;1.6;1;1.6;2.355263158;1.210526316;2.447368421;1.342105263;3.052631579;1.210526316;1;0.129238207;2.3;1.5;1
1;3;2;2.333333333;2.333333333;2.6;2;-0.6;12.6;15.4;4.4;6;1.8;2;0.4;1.6;1.855263158;1.736842105;1.947368421;1.526315789;1.947368421;1.315789474;0.962809149;0.763466187;2;1.9;0
1;1.333333333;0.666666667;0.333333333;1.333333333;1;1;-1.5;14.4;7.8;5;3.4;0.4;0.6;1.2;1.6;1.315789474;0.894736842;1.184210526;1.210526316;1.526315789;1.368421053;0.2760181;0.099113618;0.818181818;1.272727273;1
1;0.666666667;1;0;1.333333333;0.2;1.4;3;13.2;12.6;3.4;4.4;0.6;2;2;2.2;1.276315789;0.894736842;1;0.798245614;1;0.947368421;0.138287981;0.004400917;0.9;1.363636364;0
